,基站,故障_传输故障,故障_动环故障,故障_电力故障,故障_硬件故障,故障_误告警,故障_软件故障,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9
16765,8258,0,0,1,0,0,0,7,6,60,34,0,0,0,0,0,0
16766,8259,0,0,1,0,0,0,1,60,34,53,48,85,48,85,0,0
16767,8260,0,0,1,0,0,0,85,22,0,0,0,0,0,0,0,0
16768,8261,0,0,1,0,0,0,1,53,60,22,0,0,0,0,0,0
16769,8262,0,0,1,0,0,0,52,53,60,34,32,60,34,53,60,34
16770,8262,0,0,1,0,0,0,60,1,53,52,32,34,60,53,52,53
16771,8262,0,0,1,0,0,0,7,52,34,32,25,60,85,52,32,0
16772,8263,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
16773,8264,0,0,1,0,0,0,52,53,60,32,34,0,0,0,0,0
16774,8264,0,0,1,0,0,0,52,53,60,32,34,60,52,53,0,0
16775,8265,0,0,1,0,0,0,25,7,34,60,0,0,0,0,0,0
16776,8266,1,0,0,0,0,0,58,60,7,25,34,0,0,0,0,0
16777,8267,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16778,8268,0,0,1,0,0,0,16,34,60,0,0,0,0,0,0,0
16779,8268,0,0,1,0,0,0,60,16,34,1,0,0,0,0,0,0
16780,8268,0,0,1,0,0,0,60,34,16,52,1,0,0,0,0,0
16781,8268,0,0,1,0,0,0,16,60,34,60,60,15,52,60,60,60
16782,8268,0,0,1,0,0,0,1,47,0,0,0,0,0,0,0,0
16783,8268,0,0,1,0,0,0,1,47,60,34,16,0,0,0,0,0
16784,8268,0,0,1,0,0,0,60,16,34,0,0,0,0,0,0,0
16785,8268,0,0,1,0,0,0,1,47,0,0,0,0,0,0,0,0
16786,8268,0,0,1,0,0,0,60,16,34,1,47,16,60,34,60,15
16787,8268,0,0,1,0,0,0,1,47,60,16,34,1,0,0,0,0
16788,8268,0,0,1,0,0,0,60,16,34,0,0,0,0,0,0,0
16789,8268,0,0,1,0,0,0,60,16,34,1,0,0,0,0,0,0
16790,8268,0,0,1,0,0,0,1,47,0,0,0,0,0,0,0,0
16791,8268,0,0,1,0,0,0,60,34,16,0,0,0,0,0,0,0
16792,8268,0,0,1,0,0,0,1,47,0,0,0,0,0,0,0,0
16793,8268,0,0,1,0,0,0,52,60,32,34,60,1,16,34,0,0
16794,8268,0,0,1,0,0,0,60,16,34,0,0,0,0,0,0,0
16795,8268,0,0,1,0,0,0,16,34,60,15,60,15,15,52,32,1
16796,8268,0,0,1,0,0,0,1,47,0,0,0,0,0,0,0,0
16797,8269,0,0,1,0,0,0,85,48,22,26,41,22,22,39,22,26
16798,8270,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16799,8270,0,0,1,0,0,0,85,60,34,85,48,85,0,0,0,0
16800,8270,0,0,1,0,0,0,85,34,60,9,60,48,0,0,0,0
16801,8270,0,0,1,0,0,0,85,34,60,4,9,48,0,0,0,0
16802,8270,0,0,1,0,0,0,85,60,60,34,9,26,22,48,0,0
16803,8271,0,0,1,0,0,0,53,52,60,32,34,60,52,53,60,53
16804,8271,0,0,1,0,0,0,53,60,34,53,53,52,32,60,34,53
16805,8271,0,0,1,0,0,0,52,32,1,47,0,0,0,0,0,0
16806,8272,0,0,1,0,0,0,66,30,66,30,0,0,0,0,0,0
16807,8272,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16808,8273,0,0,1,0,0,0,1,53,60,60,53,1,1,60,53,1
16809,8274,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16810,8275,0,0,1,0,0,0,60,52,34,32,52,60,15,60,52,15
16811,8275,0,0,1,0,0,0,60,52,32,52,15,60,52,60,52,15
16812,8275,0,0,1,0,0,0,60,52,32,52,60,52,32,15,60,52
16813,8275,0,0,1,0,0,0,60,52,34,0,0,0,0,0,0,0
16814,8275,0,0,1,0,0,0,34,52,60,16,32,15,15,52,60,15
16815,8275,0,0,1,0,0,0,32,60,52,52,52,52,52,52,52,52
16816,8275,0,0,1,0,0,0,16,60,52,34,32,15,52,0,0,0
16817,8276,1,0,0,0,0,0,60,4,10,60,34,25,7,60,7,60
16818,8276,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16819,8276,1,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0
16820,8277,0,0,1,0,0,0,53,60,34,0,0,0,0,0,0,0
16821,8278,0,0,0,1,0,0,49,28,51,85,49,0,0,0,0,0
16822,8279,0,0,0,0,0,1,51,51,51,51,51,51,51,51,51,51
16823,8279,0,0,1,0,0,0,1,60,34,62,7,25,7,7,51,51
16824,8279,0,0,1,0,0,0,60,34,25,7,62,1,60,34,62,7
16825,8279,0,0,1,0,0,0,62,7,1,25,1,62,7,60,25,34
16826,8279,0,0,1,0,0,0,62,7,1,25,62,1,34,60,62,7
16827,8279,0,0,1,0,0,0,1,60,7,34,25,60,34,85,85,60
16828,8279,1,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
16829,8279,0,0,0,0,0,1,7,7,60,9,9,1,34,60,7,25
16830,8280,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16831,8281,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16832,8281,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16833,8282,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16834,8282,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16835,8282,0,0,1,0,0,0,85,28,51,0,0,0,0,0,0,0
16836,8283,0,0,1,0,0,0,85,26,48,22,0,0,0,0,0,0
16837,8284,0,0,1,0,0,0,52,60,53,55,60,53,64,0,0,0
16838,8284,0,0,1,0,0,0,55,53,60,52,0,0,0,0,0,0
16839,8285,0,0,1,1,0,0,7,60,52,58,25,34,32,0,0,0
16840,8285,0,0,1,0,0,0,55,60,0,0,0,0,0,0,0,0
16841,8285,0,0,1,0,0,0,52,58,0,0,0,0,0,0,0,0
16842,8285,0,0,0,1,0,0,32,52,55,0,0,0,0,0,0,0
16843,8285,0,0,1,0,0,0,60,52,0,0,0,0,0,0,0,0
16844,8286,0,0,1,0,0,0,10,2,60,58,34,2,60,58,60,58
16845,8287,0,0,1,0,0,0,60,53,52,32,34,22,52,32,60,34
16846,8288,1,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0
16847,8289,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16848,8289,0,0,0,1,0,0,66,0,0,0,0,0,0,0,0,0
16849,8289,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16850,8290,1,0,0,0,0,0,4,50,60,4,2,2,10,60,60,4
16851,8290,1,0,0,0,0,0,50,50,50,4,4,50,50,50,4,4
16852,8290,0,0,1,0,0,0,50,4,4,4,4,4,4,4,50,4
16853,8291,0,0,1,0,0,0,16,34,60,60,16,18,60,52,60,16
16854,8292,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16855,8293,0,0,1,0,0,0,66,30,66,30,0,0,0,0,0,0
16856,8294,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
16857,8295,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16858,8296,0,0,1,0,0,0,85,1,22,26,85,22,48,26,39,0
16859,8297,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16860,8298,0,0,1,0,0,0,1,47,60,53,1,60,53,1,60,53
16861,8299,0,0,1,0,0,0,60,34,53,51,0,0,0,0,0,0
16862,8300,0,0,0,1,0,0,2,60,0,0,0,0,0,0,0,0
16863,8301,0,0,1,0,0,0,60,34,7,25,0,0,0,0,0,0
16864,8302,0,0,1,0,0,0,52,60,58,34,32,60,52,58,32,34
16865,8302,1,0,0,0,0,0,52,60,58,32,34,85,0,0,0,0
16866,8302,0,0,1,0,0,0,60,10,34,52,32,0,0,0,0,0
16867,8303,0,0,1,0,0,0,60,52,53,55,0,0,0,0,0,0
16868,8303,0,0,1,0,0,0,60,52,55,53,52,60,53,55,0,0
16869,8304,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
16870,8305,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16871,8306,1,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0
16872,8307,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16873,8308,0,0,1,0,0,0,1,60,58,34,25,60,7,1,7,34
16874,8309,0,0,0,1,0,0,66,66,30,0,0,0,0,0,0,0
16875,8310,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16876,8311,0,0,1,0,0,0,53,60,52,32,34,0,0,0,0,0
16877,8311,0,0,1,0,0,0,60,52,53,55,60,53,34,0,0,0
16878,8312,0,0,1,0,0,0,52,53,60,55,0,0,0,0,0,0
16879,8312,0,0,1,0,0,0,1,60,34,53,60,53,1,22,48,51
16880,8313,0,0,1,0,0,0,52,53,71,71,71,71,71,71,71,71
16881,8314,0,0,1,0,0,0,7,25,0,0,0,0,0,0,0,0
16882,8314,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
16883,8315,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16884,8316,0,0,1,0,0,0,85,85,11,60,58,34,0,0,0,0
16885,8317,1,0,0,0,0,0,85,22,48,26,0,0,0,0,0,0
16886,8318,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16887,8319,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16888,8320,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16889,8321,0,0,1,0,0,0,52,53,60,32,34,0,0,0,0,0
16890,8321,1,0,0,1,0,0,7,60,52,34,32,85,60,52,34,60
16891,8322,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
16892,8322,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16893,8323,0,0,1,0,0,0,85,48,22,26,0,0,0,0,0,0
16894,8323,0,0,1,0,0,0,85,22,48,22,26,9,60,4,9,1
16895,8324,0,0,1,0,0,0,32,53,52,52,60,34,53,51,53,60
16896,8324,0,0,1,0,0,0,52,53,9,51,51,60,34,52,53,60
16897,8324,0,0,1,0,0,0,55,53,52,60,53,52,52,60,53,53
16898,8324,0,0,1,0,0,0,53,52,53,52,60,34,60,34,53,52
16899,8325,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16900,8325,0,0,1,0,0,0,85,60,34,0,0,0,0,0,0,0
16901,8326,0,0,1,0,0,0,85,22,48,26,0,0,0,0,0,0
16902,8327,0,0,1,0,0,0,60,34,53,53,60,34,60,34,53,60
16903,8327,0,0,1,0,0,0,53,34,60,60,34,53,0,0,0,0
16904,8328,0,0,1,0,0,0,60,34,53,23,23,23,23,23,23,23
16905,8329,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16906,8329,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
16907,8330,0,0,1,0,0,0,66,30,66,30,66,30,66,30,66,30
16908,8331,0,0,1,0,0,0,85,22,49,49,49,49,49,49,49,49
16909,8332,0,0,1,0,0,0,50,4,4,4,60,4,4,4,4,60
16910,8332,0,0,1,0,0,0,50,50,50,50,50,50,50,60,50,50
16911,8332,0,0,0,1,0,0,50,50,50,50,50,50,50,50,50,50
16912,8332,0,0,0,1,0,0,50,10,50,10,50,10,50,10,0,0
16913,8332,0,0,0,1,0,0,50,60,50,50,50,60,50,50,0,0
16914,8332,0,0,1,0,0,0,50,50,50,50,50,50,50,50,50,50
16915,8333,0,0,0,1,0,0,79,0,0,0,0,0,0,0,0,0
16916,8334,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
16917,8335,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16918,8336,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16919,8337,0,0,1,0,0,0,34,60,9,52,32,60,34,9,32,52
16920,8337,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
16921,8338,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16922,8339,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16923,8340,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
16924,8340,0,0,1,0,0,0,60,34,32,52,53,51,60,34,0,0
16925,8340,0,0,1,0,0,0,52,53,32,53,52,0,0,0,0,0
16926,8340,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
16927,8340,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
16928,8340,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
16929,8341,0,0,1,0,0,0,52,60,55,53,55,53,60,0,0,0
16930,8341,0,0,1,0,0,0,47,1,60,53,34,53,0,0,0,0
16931,8341,0,0,1,0,0,0,47,1,53,60,34,60,53,34,32,52
16932,8342,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
16933,8343,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16934,8344,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0
16935,8345,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16936,8346,0,0,1,0,0,0,52,60,55,53,53,53,52,60,51,51
16937,8346,0,0,1,0,0,0,52,60,55,53,53,60,52,53,51,28
16938,8346,0,0,1,0,0,0,52,60,53,55,60,52,53,55,53,52
16939,8346,0,0,1,0,0,0,60,52,53,55,0,0,0,0,0,0
16940,8347,1,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0
16941,8347,0,0,1,0,0,0,34,60,55,53,9,51,85,85,51,28
16942,8348,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
16943,8348,0,0,1,0,0,0,32,25,34,52,54,7,60,85,52,54
16944,8348,0,0,1,0,0,0,54,60,7,52,25,32,34,85,0,0
16945,8349,0,0,1,0,0,0,85,85,85,85,85,85,85,85,85,0
16946,8350,0,0,0,1,0,0,60,34,32,52,9,0,0,0,0,0
16947,8350,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
16948,8350,0,0,0,1,0,0,52,32,60,52,55,0,0,0,0,0
16949,8350,0,0,0,1,0,0,60,34,0,0,0,0,0,0,0,0
16950,8351,0,0,1,0,0,0,60,34,60,51,51,51,51,22,51,51
16951,8352,0,0,1,0,0,0,18,60,52,32,34,52,60,34,32,15
16952,8353,0,0,0,1,0,0,52,60,58,34,32,0,0,0,0,0
16953,8354,0,0,0,1,0,0,66,30,0,0,0,0,0,0,0,0
16954,8355,0,0,1,0,0,0,58,34,60,10,60,60,10,34,58,0
16955,8355,1,0,0,0,0,0,10,60,34,58,9,9,4,48,85,0
16956,8355,0,0,1,0,0,0,48,85,9,9,4,48,85,0,0,0
16957,8355,1,0,0,0,0,0,85,26,22,38,48,85,0,0,0,0
16958,8355,0,0,0,1,0,0,69,38,48,85,69,51,28,85,38,48
16959,8356,1,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39
16960,8356,0,0,0,1,0,0,39,39,39,39,39,39,39,39,0,0
16961,8357,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16962,8358,0,0,1,0,0,0,1,82,71,69,0,0,0,0,0,0
16963,8358,1,0,0,0,0,0,85,69,0,0,0,0,0,0,0,0
16964,8359,0,0,1,0,0,0,48,85,9,60,48,85,48,85,48,85
16965,8359,0,0,1,0,0,0,48,85,22,26,85,48,48,85,48,85
16966,8359,0,0,1,0,0,0,48,85,48,85,22,48,26,85,85,48
16967,8359,0,0,1,0,0,0,85,85,48,48,85,48,85,48,85,48
16968,8359,0,0,1,0,0,0,48,85,48,85,48,85,48,85,48,85
16969,8359,0,0,1,0,0,0,85,48,85,48,85,48,85,48,85,48
16970,8359,0,0,1,0,0,0,85,48,85,85,48,48,85,48,85,48
16971,8359,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16972,8360,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16973,8361,1,0,0,0,0,0,58,34,60,60,58,60,58,0,0,0
16974,8361,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16975,8362,0,0,1,0,0,0,66,30,66,66,0,0,0,0,0,0
16976,8363,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0
16977,8364,0,0,1,0,0,0,66,30,66,0,0,0,0,0,0,0
16978,8365,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
16979,8365,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
16980,8365,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
16981,8366,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
16982,8366,0,0,0,1,0,0,52,6,0,0,0,0,0,0,0,0
16983,8366,0,0,1,0,0,0,53,52,60,0,0,0,0,0,0,0
16984,8367,0,0,1,0,0,0,1,47,60,34,53,0,0,0,0,0
16985,8367,0,0,1,0,0,0,1,47,60,34,53,0,0,0,0,0
16986,8367,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0
16987,8367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16988,8368,0,0,1,0,0,0,50,50,50,0,0,0,0,0,0,0
16989,8368,0,0,1,0,0,0,50,50,50,50,50,50,50,50,50,50
16990,8368,0,0,1,0,0,0,50,50,50,50,50,50,50,50,50,50
16991,8369,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16992,8370,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
16993,8371,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
16994,8372,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
16995,8373,0,0,1,0,0,0,53,52,32,60,34,32,60,52,53,55
16996,8373,0,0,1,0,0,0,32,52,60,53,0,0,0,0,0,0
16997,8374,0,0,1,0,0,0,85,48,39,22,26,0,0,0,0,0
16998,8375,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
16999,8376,0,0,1,0,0,0,66,30,66,66,66,66,66,0,0,0
17000,8377,1,0,0,0,0,0,64,51,0,0,0,0,0,0,0,0
17001,8378,0,0,1,0,0,0,85,22,26,48,0,0,0,0,0,0
17002,8378,0,0,1,0,0,0,85,48,22,26,1,22,85,48,22,60
17003,8379,0,0,1,0,0,0,85,26,48,22,0,0,0,0,0,0
17004,8379,0,0,1,0,0,0,85,48,22,26,22,22,1,26,85,22
17005,8379,0,0,1,0,0,0,85,22,48,26,1,48,0,0,0,0
17006,8380,0,0,1,0,0,0,1,34,53,60,60,34,53,0,0,0
17007,8380,0,0,1,0,0,0,1,53,60,34,60,1,53,34,53,1
17008,8380,0,0,1,0,0,0,52,53,32,0,0,0,0,0,0,0
17009,8380,0,0,1,0,0,0,1,52,32,53,53,1,1,53,53,1
17010,8380,0,0,0,1,0,0,53,59,1,53,53,1,1,53,53,1
17011,8380,0,0,0,1,0,0,59,53,1,1,53,52,53,1,1,53
17012,8380,0,0,1,0,0,0,34,53,52,60,32,60,53,60,53,53
17013,8380,0,0,1,0,0,0,52,53,32,1,7,60,53,0,0,0
17014,8380,0,0,0,1,0,0,59,53,1,52,53,1,34,60,1,53
17015,8380,0,0,1,0,0,0,60,53,52,32,34,1,53,53,1,1
17016,8380,0,0,0,1,0,0,59,53,1,1,53,1,53,1,53,53
17017,8380,0,0,1,0,0,0,53,52,1,32,1,53,1,53,1,53
17018,8380,0,0,0,1,0,0,59,1,53,1,53,1,53,1,53,1
17019,8380,0,0,1,0,0,0,32,52,53,53,53,1,1,53,53,1
17020,8380,0,0,1,0,0,0,52,53,1,53,1,53,53,1,1,53
17021,8381,0,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0
17022,8381,0,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0
17023,8381,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0
17024,8381,0,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0
17025,8381,0,0,1,0,0,0,65,65,0,0,0,0,0,0,0,0
17026,8381,0,0,1,0,0,0,65,65,0,0,0,0,0,0,0,0
17027,8382,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
17028,8383,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
17029,8383,0,0,1,0,0,0,66,66,66,66,66,66,66,0,0,0
17030,8383,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
17031,8383,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
17032,8383,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
17033,8383,0,0,1,0,0,0,66,66,66,66,66,66,66,66,66,66
17034,8383,1,0,0,0,0,0,66,66,66,66,66,0,0,0,0,0
17035,8383,1,0,0,0,0,0,66,66,66,0,0,0,0,0,0,0
17036,8383,1,0,0,0,0,0,66,66,66,0,0,0,0,0,0,0
17037,8384,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
17038,8384,0,0,1,0,0,0,66,30,66,30,0,0,0,0,0,0
17039,8385,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17040,8386,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17041,8387,0,0,1,0,0,0,85,22,48,26,39,0,0,0,0,0
17042,8388,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17043,8388,0,0,1,0,0,0,85,48,0,0,0,0,0,0,0,0
17044,8389,0,0,1,0,0,0,1,60,53,0,0,0,0,0,0,0
17045,8390,0,0,1,0,0,0,66,30,66,0,0,0,0,0,0,0
17046,8391,0,0,1,0,0,0,66,30,66,66,66,30,66,66,66,0
17047,8392,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
17048,8393,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
17049,8393,0,0,1,0,0,0,60,7,34,25,85,0,0,0,0,0
17050,8393,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
17051,8393,0,0,1,0,0,0,7,60,34,25,85,0,0,0,0,0
17052,8393,0,0,1,0,0,0,60,34,7,0,0,0,0,0,0,0
17053,8394,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17054,8395,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17055,8396,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0
17056,8396,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17057,8397,0,0,1,0,0,0,52,60,32,55,53,60,53,0,0,0
17058,8398,0,0,0,1,0,0,66,30,0,0,0,0,0,0,0,0
17059,8399,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
17060,8400,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17061,8401,0,0,1,0,0,0,58,60,34,1,58,60,7,25,34,0
17062,8402,0,0,1,0,0,0,32,34,58,52,60,0,0,0,0,0
17063,8403,0,0,1,0,0,0,66,30,66,66,0,0,0,0,0,0
17064,8403,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
17065,8404,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17066,8405,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
17067,8405,0,0,1,0,0,0,53,52,32,34,60,0,0,0,0,0
17068,8406,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17069,8406,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17070,8407,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17071,8408,1,0,0,0,0,0,85,85,85,0,0,0,0,0,0,0
17072,8409,0,0,0,1,0,0,85,0,0,0,0,0,0,0,0,0
17073,8409,0,0,1,0,0,0,48,39,0,0,0,0,0,0,0,0
17074,8410,0,0,1,0,0,0,85,48,85,48,85,48,85,0,0,0
17075,8411,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17076,8412,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17077,8413,1,0,0,0,0,0,51,51,51,0,0,0,0,0,0,0
17078,8413,1,0,0,0,0,0,51,51,51,51,51,51,51,51,51,51
17079,8413,1,0,0,0,0,0,57,52,32,52,57,51,51,51,51,0
17080,8413,1,0,0,0,0,0,51,51,51,51,51,51,51,51,51,51
17081,8413,1,0,0,0,0,0,51,51,51,51,51,51,51,51,51,28
17082,8413,0,0,1,0,0,0,32,53,57,52,52,57,60,52,51,57
17083,8413,0,0,0,1,0,0,34,60,51,60,34,0,0,0,0,0
17084,8413,0,0,0,1,0,0,60,54,54,52,57,57,53,57,60,54
17085,8413,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0
17086,8413,0,0,0,1,0,0,52,60,55,52,57,52,54,60,60,0
17087,8413,0,0,1,0,0,0,55,52,60,52,55,54,53,57,55,57
17088,8413,0,0,0,1,0,0,51,52,57,60,60,51,52,57,32,28
17089,8414,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17090,8415,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
17091,8416,0,0,1,0,0,0,85,85,85,85,85,85,85,85,85,0
17092,8416,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17093,8416,0,0,1,0,0,0,85,9,60,34,4,48,85,9,60,34
17094,8416,0,0,1,0,0,0,85,9,4,26,22,48,0,0,0,0
17095,8417,0,0,1,0,0,0,34,32,60,52,10,7,0,0,0,0
17096,8418,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17097,8418,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17098,8419,0,0,1,0,0,0,1,60,58,34,0,0,0,0,0,0
17099,8420,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17100,8420,0,0,1,0,0,0,85,60,51,60,34,9,4,48,0,0
17101,8420,0,0,1,0,0,0,85,60,34,9,48,0,0,0,0,0
17102,8420,0,0,1,0,0,0,85,58,60,34,60,63,60,60,2,34
17103,8421,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17104,8422,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
17105,8423,0,0,1,0,0,0,52,15,15,52,15,52,15,52,60,52
17106,8424,0,0,1,0,0,0,85,28,51,85,0,0,0,0,0,0
17107,8425,0,0,1,0,0,0,52,53,34,60,32,0,0,0,0,0
17108,8425,0,0,1,0,0,0,53,52,32,34,32,60,52,53,0,0
17109,8425,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
17110,8425,0,0,1,0,0,0,60,52,55,53,85,0,0,0,0,0
17111,8426,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
17112,8427,1,0,0,0,0,0,64,28,51,51,51,51,51,28,51,51
17113,8427,0,0,1,0,0,0,51,28,51,28,51,51,28,51,51,51
17114,8427,0,0,1,0,0,0,55,53,55,51,51,51,51,28,51,51
17115,8427,0,0,1,0,0,0,55,51,51,53,53,53,53,53,53,51
17116,8428,0,0,1,0,0,0,60,34,53,47,1,82,71,69,52,1
17117,8429,0,0,1,0,0,0,1,60,34,0,0,0,0,0,0,0
17118,8430,0,0,1,0,0,0,52,60,53,55,60,53,0,0,0,0
17119,8430,0,0,1,0,0,0,34,32,60,52,53,51,28,34,60,53
17120,8431,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
17121,8432,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17122,8433,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
17123,8433,1,0,0,0,0,0,85,60,48,0,0,0,0,0,0,0
17124,8433,1,0,0,0,0,0,85,9,60,48,38,0,0,0,0,0
17125,8434,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
17126,8435,0,0,1,0,0,0,1,53,7,34,60,0,0,0,0,0
17127,8436,0,0,1,0,0,0,52,53,32,53,52,34,60,0,0,0
17128,8436,0,0,1,0,0,0,52,55,53,60,52,53,60,0,0,0
17129,8436,0,0,1,0,0,0,85,1,47,60,34,53,60,53,64,60
17130,8437,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
