,基站,故障,告警-1,告警-2,告警-3,告警-4,告警-5,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9,告警10,告警11,告警12,告警13,告警14,上一次故障
13709,6672,2,34,25,7,60,48,85,48,22,26,7,60,25,34,0,0,0,0,0,0,0,-1
13710,6672,3,1,1,9,57,0,48,60,7,25,34,0,0,0,0,0,0,0,0,0,0,2
13711,6673,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13712,6674,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13713,6675,2,0,0,0,0,0,7,60,7,60,60,7,85,0,0,0,0,0,0,0,0,-1
13714,6676,2,48,71,36,69,82,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13715,6677,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13716,6678,3,69,34,4,60,60,69,4,22,48,22,26,22,26,0,0,0,0,0,0,0,-1
13717,6679,3,60,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,-1
13718,6680,2,53,60,34,1,60,1,53,60,34,71,34,60,53,0,0,0,0,0,0,0,-1
13719,6680,2,60,34,53,1,53,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0,2
13720,6680,2,53,34,60,1,0,1,53,34,60,0,0,0,0,0,0,0,0,0,0,0,2
13721,6681,2,60,34,32,52,58,7,60,58,34,32,52,0,0,0,0,0,0,0,0,0,-1
13722,6681,2,60,52,58,32,60,7,60,58,52,32,34,60,0,0,0,0,0,0,0,0,2
13723,6681,2,60,0,0,0,0,34,7,60,32,58,52,60,0,0,0,0,0,0,0,0,2
13724,6681,2,32,52,60,34,0,32,34,58,52,60,60,0,0,0,0,0,0,0,0,0,2
13725,6682,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13726,6683,2,60,0,0,0,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13727,6683,2,53,60,52,53,60,53,60,52,60,0,0,0,0,0,0,0,0,0,0,0,2
13728,6683,2,60,52,53,60,0,53,52,60,53,0,0,0,0,0,0,0,0,0,0,0,2
13729,6683,2,53,60,52,53,60,60,53,52,60,0,0,0,0,0,0,0,0,0,0,0,2
13730,6684,2,60,53,0,0,0,52,60,34,53,55,0,0,0,0,0,0,0,0,0,0,-1
13731,6684,2,53,60,60,52,34,55,53,60,34,52,53,60,0,0,0,0,0,0,0,0,2
13732,6685,0,51,51,51,9,53,64,60,52,9,51,9,52,9,9,9,51,51,9,51,9,-1
13733,6686,2,85,85,38,48,22,34,58,60,0,0,0,0,0,0,0,0,0,0,0,0,-1
13734,6686,2,85,38,48,22,26,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13735,6686,2,38,48,22,26,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13736,6686,2,38,48,85,38,48,85,26,22,48,38,0,0,0,0,0,0,0,0,0,0,2
13737,6687,2,0,0,0,0,0,30,66,66,30,0,0,0,0,0,0,0,0,0,0,0,-1
13738,6688,2,0,0,0,0,0,1,53,60,34,0,0,0,0,0,0,0,0,0,0,0,-1
13739,6688,2,34,60,53,0,0,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0,2
13740,6689,2,0,0,0,0,0,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
13741,6690,2,85,7,60,7,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13742,6690,2,60,7,6,7,0,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13743,6691,2,28,51,85,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13744,6692,2,30,66,66,66,66,66,30,66,66,66,66,66,66,66,66,66,66,66,66,66,-1
13745,6693,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13746,6694,2,4,4,4,4,4,4,4,4,60,4,4,4,4,4,0,0,0,0,0,0,-1
13747,6694,2,4,4,4,10,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13748,6695,0,32,60,52,34,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13749,6695,2,52,1,1,32,52,52,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0
13750,6696,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13751,6696,0,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13752,6696,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13753,6696,2,0,0,0,0,0,85,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13754,6697,0,26,48,22,85,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13755,6698,2,30,66,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13756,6698,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13757,6698,2,30,66,30,66,30,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,2
13758,6699,2,0,0,0,0,0,55,53,52,60,0,0,0,0,0,0,0,0,0,0,0,-1
13759,6700,0,0,0,0,0,0,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,-1
13760,6701,3,66,30,66,0,0,66,30,66,30,66,66,30,66,30,66,66,0,0,0,0,-1
13761,6702,2,34,60,0,0,0,9,32,52,7,52,60,32,34,60,34,32,52,60,34,52,-1
13762,6702,2,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13763,6703,2,66,66,66,66,66,30,66,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
13764,6703,2,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13765,6704,2,0,0,0,0,0,85,85,60,34,85,34,60,85,85,85,85,85,85,85,51,-1
13766,6705,0,48,9,34,60,9,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13767,6706,2,10,10,10,50,34,52,60,34,32,50,50,50,10,0,0,0,0,0,0,0,-1
13768,6706,3,10,10,10,50,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13769,6706,2,52,32,10,10,50,60,34,50,10,10,10,0,0,0,0,0,0,0,0,0,3
13770,6706,2,10,10,50,50,60,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13771,6706,2,50,60,34,60,60,50,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2
13772,6706,2,10,50,50,34,60,52,60,34,32,50,10,50,10,32,52,52,34,60,60,34,2
13773,6706,2,52,32,10,10,10,60,34,50,50,10,0,0,0,0,0,0,0,0,0,0,2
13774,6706,2,50,34,60,32,52,50,10,10,10,10,32,52,0,0,0,0,0,0,0,0,2
13775,6706,2,32,52,10,34,60,60,34,50,0,0,0,0,0,0,0,0,0,0,0,0,2
13776,6706,3,60,7,60,7,7,2,60,10,2,4,10,2,60,34,10,10,2,63,2,34,2
13777,6706,3,7,7,60,7,7,60,7,60,0,0,0,0,0,0,0,0,0,0,0,0,3
13778,6706,2,58,34,60,52,0,60,34,52,58,60,52,7,6,7,7,7,7,60,7,7,3
13779,6707,2,52,54,32,85,34,1,53,60,34,0,0,0,0,0,0,0,0,0,0,0,-1
13780,6707,2,85,34,32,60,54,32,54,52,0,0,0,0,0,0,0,0,0,0,0,0,2
13781,6707,2,52,60,6,0,0,7,52,54,60,32,34,85,0,0,0,0,0,0,0,0,2
13782,6708,2,26,1,22,0,0,85,22,48,26,22,0,0,0,0,0,0,0,0,0,0,-1
13783,6709,2,52,32,33,58,60,60,52,58,34,32,55,53,33,60,0,0,0,0,0,0,-1
13784,6709,3,52,32,33,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13785,6709,2,32,52,58,32,33,52,55,53,60,58,33,34,55,53,34,60,58,33,32,52,3
13786,6709,2,58,32,33,52,34,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13787,6709,2,60,32,33,34,58,10,53,52,32,60,34,52,58,53,52,53,58,32,52,58,2
13788,6709,3,34,32,53,52,58,60,58,52,53,34,32,60,58,60,52,53,34,32,52,52,2
13789,6709,3,58,34,32,53,60,60,58,52,53,32,34,0,0,0,0,0,0,0,0,0,3
13790,6710,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13791,6711,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13792,6712,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13793,6713,2,60,60,62,62,60,60,34,60,59,60,34,60,60,59,60,60,60,34,60,59,-1
13794,6713,2,60,60,60,34,60,59,60,34,60,60,60,60,62,60,34,60,60,60,60,34,2
13795,6713,2,34,60,60,60,60,59,62,60,62,60,62,60,62,62,60,62,60,62,62,62,2
13796,6713,2,60,59,60,60,34,34,60,60,60,60,34,60,60,59,60,60,60,60,60,34,2
13797,6713,2,62,60,62,62,62,85,60,34,60,62,62,62,34,60,60,60,34,60,60,60,2
13798,6713,2,60,60,34,60,60,34,60,60,60,60,34,62,62,62,62,60,62,60,62,62,2
13799,6713,2,60,62,60,60,34,59,60,60,34,60,60,0,0,0,0,0,0,0,0,0,2
13800,6713,2,60,60,60,60,34,34,60,59,60,60,60,34,60,60,60,34,60,62,60,34,2
13801,6713,2,34,60,62,85,39,85,34,60,60,34,60,34,60,60,59,34,60,60,60,60,2
13802,6713,2,39,60,26,22,48,62,60,34,62,60,48,39,85,62,60,34,0,0,0,0,2
13803,6713,2,60,26,39,62,22,48,39,85,60,34,60,34,62,60,60,60,59,62,34,60,2
13804,6713,2,39,48,26,22,39,85,48,26,22,62,60,22,26,85,48,22,62,39,26,60,2
13805,6714,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,-1
13806,6715,2,60,34,53,1,0,1,53,60,34,0,0,0,0,0,0,0,0,0,0,0,-1
13807,6716,2,66,66,66,0,0,66,66,66,66,30,66,30,66,0,0,0,0,0,0,0,-1
13808,6717,2,81,60,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13809,6718,2,52,53,60,0,0,52,53,55,32,34,33,60,0,0,0,0,0,0,0,0,-1
13810,6719,2,9,9,51,9,9,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,-1
13811,6719,2,9,9,51,51,51,51,9,51,9,9,9,9,51,9,9,9,9,51,9,9,2
13812,6719,3,25,7,55,60,50,7,60,7,9,9,60,25,7,57,7,6,6,9,9,9,2
13813,6719,3,60,50,60,7,60,55,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3
13814,6720,2,85,34,32,52,7,60,52,34,32,53,60,52,53,0,0,0,0,0,0,0,-1
13815,6720,2,52,53,60,0,0,60,7,52,32,34,85,0,0,0,0,0,0,0,0,0,2
13816,6721,2,0,0,0,0,0,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
13817,6722,2,53,52,34,60,0,34,32,60,52,53,0,0,0,0,0,0,0,0,0,0,-1
13818,6723,2,66,66,0,0,0,66,30,66,66,30,66,0,0,0,0,0,0,0,0,0,-1
13819,6724,2,60,53,53,60,60,53,60,34,60,55,55,53,60,34,53,52,60,32,34,55,-1
13820,6725,2,85,7,60,1,0,1,60,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
13821,6726,2,0,0,0,0,0,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0,-1
13822,6726,2,0,0,0,0,0,1,60,34,53,60,0,0,0,0,0,0,0,0,0,0,2
13823,6726,2,0,0,0,0,0,1,53,34,60,0,0,0,0,0,0,0,0,0,0,0,2
13824,6727,2,71,71,69,53,52,52,53,60,32,34,85,51,60,53,52,32,34,0,0,0,-1
13825,6727,5,53,52,60,32,34,69,71,71,0,0,0,0,0,0,0,0,0,0,0,0,2
13826,6727,3,71,69,0,0,0,69,53,52,60,34,60,34,53,52,32,53,52,32,34,60,5
13827,6727,2,60,34,52,32,53,53,52,32,52,53,34,60,0,0,0,0,0,0,0,0,3
13828,6727,2,52,32,53,34,60,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13829,6727,2,52,55,32,32,52,60,34,52,53,60,34,53,32,52,0,0,0,0,0,0,2
13830,6727,2,32,52,53,34,60,32,55,52,0,0,0,0,0,0,0,0,0,0,0,0,2
13831,6727,2,60,34,53,60,7,52,32,7,60,60,34,53,52,32,0,0,0,0,0,0,2
13832,6727,2,60,7,1,32,52,53,34,60,0,0,0,0,0,0,0,0,0,0,0,0,2
13833,6728,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13834,6729,2,53,60,0,0,0,60,52,53,34,32,0,0,0,0,0,0,0,0,0,0,-1
13835,6730,2,0,0,0,0,0,32,60,52,55,53,51,52,32,60,34,53,0,0,0,0,-1
13836,6731,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13837,6732,0,48,26,1,22,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13838,6733,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13839,6734,3,53,52,60,34,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13840,6735,0,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13841,6736,0,60,34,60,48,26,85,22,48,22,26,0,0,0,0,0,0,0,0,0,0,-1
13842,6737,2,58,0,0,0,0,60,34,62,7,60,25,62,62,34,60,25,7,62,62,0,-1
13843,6738,3,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13844,6739,2,34,52,60,53,34,55,53,52,32,0,0,0,0,0,0,0,0,0,0,0,-1
13845,6739,2,53,34,60,1,32,60,52,34,0,0,0,0,0,0,0,0,0,0,0,0,2
13846,6739,2,71,69,69,71,71,69,71,69,71,71,52,32,1,60,34,53,0,0,0,0,2
13847,6739,2,71,71,71,71,69,69,71,71,69,69,71,0,0,0,0,0,0,0,0,0,2
13848,6739,2,34,60,53,52,60,52,53,60,32,34,60,34,53,32,52,71,71,71,71,69,2
13849,6739,2,34,60,52,53,0,60,52,53,53,53,34,60,52,53,60,34,0,0,0,0,2
13850,6739,2,34,60,53,34,60,53,52,60,34,0,0,0,0,0,0,0,0,0,0,0,2
13851,6740,2,0,0,0,0,0,85,22,60,62,60,60,34,60,60,34,60,60,60,34,60,-1
13852,6741,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13853,6742,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13854,6743,2,71,71,71,71,71,69,71,71,71,71,71,0,0,0,0,0,0,0,0,0,-1
13855,6743,2,0,0,0,0,0,55,53,60,52,0,0,0,0,0,0,0,0,0,0,0,2
13856,6744,2,60,53,60,34,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13857,6744,2,60,0,0,0,0,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13858,6745,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13859,6746,2,34,60,34,60,53,53,1,1,34,60,53,0,0,0,0,0,0,0,0,0,-1
13860,6746,2,53,60,34,1,0,1,53,60,34,60,34,0,0,0,0,0,0,0,0,0,2
13861,6746,2,48,85,48,85,48,85,1,34,60,53,0,0,0,0,0,0,0,0,0,0,2
13862,6747,2,60,7,1,0,0,1,53,60,85,0,0,0,0,0,0,0,0,0,0,0,-1
13863,6748,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13864,6748,2,51,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13865,6748,2,51,28,85,0,0,85,60,60,7,51,0,0,0,0,0,0,0,0,0,0,2
13866,6749,1,74,22,10,60,10,69,49,49,49,49,49,49,78,49,49,69,22,26,54,60,-1
13867,6750,3,60,53,0,0,0,7,60,34,53,32,60,52,34,53,53,34,60,0,0,0,-1
13868,6751,2,34,32,60,53,52,52,7,60,58,32,34,58,60,60,7,32,52,34,52,60,-1
13869,6751,2,22,0,0,0,0,52,53,60,32,34,0,0,0,0,0,0,0,0,0,0,2
13870,6751,2,53,60,52,32,60,34,32,52,60,53,22,0,0,0,0,0,0,0,0,0,2
13871,6751,2,32,34,58,52,60,34,60,32,52,60,53,0,0,0,0,0,0,0,0,0,2
13872,6751,2,0,0,0,0,0,52,60,32,34,53,52,60,60,52,58,34,32,52,60,58,2
13873,6751,5,52,58,34,32,60,58,7,60,52,34,25,32,0,0,0,0,0,0,0,0,2
13874,6751,3,32,34,60,62,52,60,52,58,7,34,32,7,60,32,34,58,52,0,0,0,5
13875,6751,0,32,34,60,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13876,6751,5,62,52,60,34,32,52,60,32,34,34,60,58,58,58,58,58,58,7,7,58,0
13877,6751,5,7,52,7,52,64,60,32,34,52,7,7,34,52,32,60,7,62,7,7,52,5
13878,6751,3,7,32,34,58,52,64,52,7,52,7,0,0,0,0,0,0,0,0,0,0,5
13879,6751,3,64,64,0,0,0,60,52,58,34,32,7,0,0,0,0,0,0,0,0,0,3
13880,6751,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13881,6751,3,64,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13882,6752,5,39,22,48,85,39,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13883,6752,5,85,38,48,1,85,69,1,48,85,39,48,22,26,1,82,82,82,82,82,69,5
13884,6752,5,38,48,1,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
13885,6752,5,85,0,0,0,0,85,85,1,48,38,0,0,0,0,0,0,0,0,0,0,5
13886,6752,5,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
13887,6752,5,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
13888,6753,2,51,53,55,52,60,52,60,34,32,53,55,0,0,0,0,0,0,0,0,0,-1
13889,6754,2,34,60,53,34,60,85,53,60,34,0,0,0,0,0,0,0,0,0,0,0,-1
13890,6755,2,32,60,52,53,34,60,52,34,32,53,52,60,51,32,9,52,32,9,53,51,-1
13891,6756,2,48,51,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13892,6757,2,51,51,57,28,51,53,52,60,34,32,0,0,0,0,0,0,0,0,0,0,-1
13893,6757,2,57,52,52,57,51,28,51,28,51,85,28,51,51,28,51,28,51,51,28,51,2
13894,6758,2,44,44,44,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13895,6758,2,44,44,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13896,6758,2,44,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13897,6758,2,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13898,6758,2,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13899,6758,2,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13900,6759,2,34,60,7,60,0,25,7,7,60,60,7,0,0,0,0,0,0,0,0,0,-1
13901,6759,2,7,60,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13902,6760,2,0,0,0,0,0,66,66,30,66,0,0,0,0,0,0,0,0,0,0,0,-1
13903,6761,0,7,25,60,1,9,60,34,7,9,0,0,0,0,0,0,0,0,0,0,0,-1
13904,6761,0,9,0,0,0,0,1,60,25,7,0,0,0,0,0,0,0,0,0,0,0,0
13905,6762,5,66,0,0,0,0,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
13906,6763,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13907,6764,0,0,0,0,0,0,66,66,30,66,0,0,0,0,0,0,0,0,0,0,0,-1
13908,6765,2,39,48,9,60,39,85,22,39,48,26,0,0,0,0,0,0,0,0,0,0,-1
13909,6765,2,39,48,9,0,0,85,22,48,26,39,60,9,48,39,0,0,0,0,0,0,2
13910,6766,2,53,34,60,53,34,53,52,60,32,34,52,53,60,32,34,60,34,52,53,53,-1
13911,6767,2,34,32,60,52,53,52,60,32,34,53,0,0,0,0,0,0,0,0,0,0,-1
13912,6768,2,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13913,6769,2,85,38,48,85,48,85,48,38,85,0,0,0,0,0,0,0,0,0,0,0,-1
13914,6769,2,38,48,85,48,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13915,6769,2,48,0,0,0,0,85,48,38,0,0,0,0,0,0,0,0,0,0,0,0,2
13916,6770,2,0,0,0,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0,-1
13917,6771,1,64,64,60,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13918,6772,2,28,51,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13919,6773,2,22,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13920,6774,2,85,32,34,52,7,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
13921,6774,2,32,52,7,34,60,60,7,52,34,32,85,0,0,0,0,0,0,0,0,0,2
13922,6774,2,34,60,7,52,25,7,52,32,0,0,0,0,0,0,0,0,0,0,0,0,2
13923,6774,2,7,52,25,7,6,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13924,6774,2,32,52,53,34,60,52,60,7,32,34,85,60,34,53,48,85,34,32,60,52,2
13925,6774,2,34,60,53,85,34,60,7,52,34,32,85,34,60,53,60,34,53,52,32,51,2
13926,6775,2,85,10,60,32,34,32,34,16,60,52,0,0,0,0,0,0,0,0,0,0,-1
13927,6775,2,0,0,0,0,0,1,16,60,34,60,52,34,32,16,18,16,52,34,32,60,2
13928,6776,2,32,60,34,52,53,60,34,53,53,52,60,32,34,32,60,52,53,34,34,60,-1
13929,6776,2,52,51,32,34,32,32,55,52,34,60,53,0,0,0,0,0,0,0,0,0,2
13930,6777,3,10,60,9,64,32,32,34,52,60,7,10,0,0,0,0,0,0,0,0,0,-1
13931,6777,0,32,60,52,60,34,64,9,60,10,0,0,0,0,0,0,0,0,0,0,0,3
13932,6777,2,0,0,0,0,0,60,55,58,52,58,60,4,60,34,34,60,52,32,4,0,0
13933,6778,2,66,66,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13934,6778,2,66,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13935,6778,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13936,6778,2,66,66,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13937,6778,2,66,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13938,6779,2,45,52,52,0,0,1,60,34,53,60,52,60,52,60,52,52,52,52,52,52,-1
13939,6780,2,74,6,51,7,60,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13940,6781,2,60,0,0,0,0,53,55,60,53,55,0,0,0,0,0,0,0,0,0,0,-1
13941,6782,0,34,60,0,0,0,52,7,60,25,32,0,0,0,0,0,0,0,0,0,0,-1
13942,6782,0,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13943,6783,2,0,0,0,0,0,1,1,34,60,0,0,0,0,0,0,0,0,0,0,0,-1
13944,6783,2,34,7,60,25,25,1,34,25,60,7,0,0,0,0,0,0,0,0,0,0,2
13945,6783,2,25,7,34,60,0,25,60,7,34,0,0,0,0,0,0,0,0,0,0,0,2
13946,6783,2,34,60,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13947,6783,0,34,60,7,25,7,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13948,6783,0,7,25,7,34,60,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13949,6783,0,34,60,85,60,7,7,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0
13950,6783,0,85,60,7,34,25,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13951,6783,0,0,0,0,0,0,25,34,7,60,85,0,0,0,0,0,0,0,0,0,0,0
13952,6784,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13953,6785,2,48,1,0,0,0,85,26,48,22,62,22,0,0,0,0,0,0,0,0,0,-1
13954,6786,0,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13955,6787,2,10,60,60,10,58,4,60,34,0,0,0,0,0,0,0,0,0,0,0,0,-1
13956,6787,3,10,60,60,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13957,6787,2,0,0,0,0,0,1,60,58,34,7,25,10,10,4,10,10,4,10,60,58,3
13958,6788,2,85,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13959,6789,2,0,0,0,0,0,59,60,60,60,62,60,60,62,0,0,0,0,0,0,0,-1
13960,6789,2,60,60,60,60,38,59,60,34,62,60,60,62,60,60,62,0,0,0,0,0,2
13961,6789,2,38,62,60,34,60,85,48,22,26,38,60,60,60,60,0,0,0,0,0,0,2
13962,6790,2,85,85,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13963,6791,2,52,32,53,34,60,52,53,32,60,34,0,0,0,0,0,0,0,0,0,0,-1
13964,6792,2,66,30,66,66,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13965,6793,2,34,60,53,0,0,32,52,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
13966,6793,2,53,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13967,6793,2,34,60,53,34,60,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0,2
13968,6793,2,53,34,60,64,64,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13969,6794,0,2,10,4,63,60,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13970,6795,2,15,0,0,0,0,1,34,60,10,16,1,15,16,60,34,0,0,0,0,0,-1
13971,6796,2,33,53,55,34,32,52,60,32,34,33,53,55,60,34,53,32,52,0,0,0,-1
13972,6797,2,48,51,28,85,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13973,6798,2,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13974,6799,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13975,6800,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13976,6801,2,74,71,22,0,0,69,71,85,9,34,60,60,60,60,64,64,60,34,0,0,-1
13977,6802,3,2,2,34,60,58,34,58,52,60,32,22,0,0,0,0,0,0,0,0,0,-1
13978,6802,3,34,60,58,0,0,32,34,58,52,60,7,60,60,52,58,34,32,0,0,0,3
13979,6803,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13980,6804,2,30,66,30,66,66,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
13981,6805,5,38,48,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13982,6806,2,85,85,85,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
13983,6807,2,34,69,60,36,48,85,40,60,53,52,60,52,53,0,0,0,0,0,0,0,-1
